id,problemText,input,output
260,"A recently found Ancient Prophesy is believed to contain the       exact Apocalypse date. The prophesy is a string that only consists       of digits and characters ""-"". We'll say that some date is mentioned in the Prophesy if there is       a substring in the Prophesy that is the date's record in the       format ""dd-mm-yyyy"". We'll say that       the number of the date's occurrences is the number of such       substrings in the Prophesy. For example, the Prophesy ""0012-10-2012-10-2012""       mentions date 12-10-2012       twice (first time as ""0012-10-2012-10-2012"",       second time as ""0012-10-2012-10-2012""). The date of the Apocalypse is such correct date that the number       of times it is mentioned in the Prophesy is strictly larger than       that of any other correct date. A date is correct if the year lies in the range from 2013 to 2015, the month is from 1 to 12, and       the number of the day is strictly more than a zero and doesn't       exceed the number of days in the current month. Note that a date       is written in the format ""dd-mm-yyyy"", that means that       leading zeroes may be added to the numbers of the months or days       if needed. In other words, date ""1-1-2013"" isn't recorded in       the format ""dd-mm-yyyy"", and date         ""01-01-2013"" is       recorded in it. Notice, that any year between 2013 and 2015 is not a leap year.","The first line contains the Prophesy: a non-empty string that       only consists of digits and characters ""-"". The length of the       Prophesy doesn't exceed 105 characters.",In a single line print the date of the Apocalypse. It is       guaranteed that such date exists and is unique.,
261,"Maxim has opened his own restaurant! The restaurant has got a       huge table, the table's length is  p meters. Maxim has got a dinner party tonight,  n guests will come to him. Let's index the guests       of Maxim's restaurant from 1 to  n. Maxim knows the sizes of all guests that are       going to come to him. The  i-th guest's size ( a  i) represents the number of meters the       guest is going to take up if he sits at the restaurant table. Long before the dinner, the guests line up in a queue in front of       the restaurant in some order. Then Maxim lets the guests in, one       by one. Maxim stops letting the guests in when there is no place       at the restaurant table for another guest in the queue. There is       no place at the restaurant table for another guest in the queue,       if the sum of sizes of all guests in the restaurant plus the size       of this guest from the queue is larger than  p. In this case, not to offend the guest who has       no place at the table, Maxim doesn't let any other guest in the       restaurant, even if one of the following guests in the queue would       have fit in at the table. Maxim is now wondering, what is the average number of visitors       who have come to the restaurant for all possible  n! orders of guests in the queue. Help Maxim,       calculate this number.","The first line contains integer  n (1 ≤ n ≤ 50) — the number of guests       in the restaurant. The next line contains integers  a 1,  a 2, ...,  a  n (1 ≤ a  i ≤ 50) — the guests' sizes in meters. The       third line contains integer  p (1 ≤ p ≤ 50) — the table's length       in meters.  The numbers in the lines are separated by single spaces.","In a single line print a real number — the answer to the problem.       The answer will be considered correct, if the absolute or relative       error doesn't exceed 10 - 4.",In the first sample the people will come in the following orders:  In total we get (2 + 1 + 2 + 1 + 1 + 1) / 6 = 8 / 6 = 1.(3).
262,"Roma works in a company that sells TVs. Now he has to prepare a       report for the last year. Roma has got a list of the company's incomes. The list is a       sequence that consists of  n integers. The total income of the company is the       sum of all integers in sequence. Roma decided to perform exactly          k changes of signs of several numbers in the       sequence. He can also change the sign of a number one, two or more times. The operation of changing a number's sign is the operation of       multiplying this number by -1. Help Roma perform the changes so as to make the total income of       the company (the sum of numbers in the resulting sequence)       maximum. Note that Roma should perform exactly  k changes.","The first line contains two integers  n and  k (1 ≤ n, k ≤ 105), showing, how many numbers are       in the sequence and how many swaps are to be made. The second line contains a non-decreasing sequence,       consisting of  n integers  a  i (|a  i| ≤ 104). The numbers in the lines are separated by single spaces. Please       note that the given sequence is sorted in non-decreasing order.",In the single line print the answer to the problem — the maximum       total income that we can obtain after exactly  k changes.,"In the first sample we can get sequence [1, 1, 1], thus the total       income equals 3. In the second test, the optimal strategy is to get sequence [-1, 1, 1], thus the total       income equals 1."
263,"Vasya has found a piece of paper with a coordinate system written       on it. There are  n distinct squares drawn in this coordinate       system. Let's number the squares with integers from 1 to  n. It turned out that points with coordinates         (0, 0) and (a  i, a  i) are the opposite corners of the  i-th square. Vasya wants to find such integer point (with integer coordinates)       of the plane, that belongs to exactly  k drawn squares. We'll say that a point belongs to       a square, if the point is located either inside the square, or on       its boundary.  Help Vasya find a point that would meet the described limits.","The first line contains two space-separated integers  n,  k (1 ≤ n, k ≤ 50). The second       line contains space-separated integers  a 1, a 2, ..., a  n (1 ≤ a  i ≤ 109). It is guaranteed that all given squares are distinct.","In a single line print two space-separated integers  x and  y (0 ≤ x, y ≤ 109) — the coordinates of the point       that belongs to exactly  k squares. If there are multiple answers, you are       allowed to print any of them.  If there is no answer, print ""-1"" (without the quotes).",
264,"Squirrel Liss is interested in sequences. She also has       preferences of integers. She thinks  n integers  a 1, a 2, ..., a  n are good. Now she is interested in good sequences. A sequence  x 1, x 2, ..., x  k is called good if it satisfies the       following three conditions: Find the length of the longest good sequence.","The input consists of two lines. The first line contains a single       integer  n (1 ≤ n ≤ 105) — the number of good integers.       The second line contains a single-space separated list of good       integers  a 1, a 2, ..., a  n in strictly increasing order (1 ≤ a  i ≤ 105; a  i < a  i + 1).",Print a single integer — the length of the longest good sequence.,"In the first example, the following sequences are examples of       good sequences: [2; 4; 6; 9], [2; 4; 6], [3; 9], [6]. The length       of the longest good sequence is 4."
265,Squirrel Liss loves nuts. There are  n trees (numbered 1       to  n from west to east) along a street and there is a       delicious nut on the top of each tree. The height of the tree          i is  h  i. Liss wants to eat all nuts. Now Liss is on the root of the tree with the number 1. In one second Liss can perform one of       the following actions: Compute the minimal time (in seconds) required to eat all nuts.,The first line contains an integer  n (1  ≤  n ≤ 105) — the number of trees. Next  n lines contains the height of trees:  i-th line contains an integer  h  i (1 ≤ h  i ≤ 104) —       the height of the tree with the number  i.,Print a single integer — the minimal time required to eat all       nuts in seconds.,
266,"During the break the schoolchildren, boys and girls, formed a       queue of  n people in the canteen. Initially the children       stood in the order they entered the canteen. However, after a       while the boys started feeling awkward for standing in front of       the girls in the queue and they started letting the girls move       forward each second.  Let's describe the process more precisely. Let's say that the       positions in the queue are sequentially numbered by integers from         1 to  n, at that the person in the position number 1 is served first. Then, if at time  x a boy stands on the  i-th position and a girl stands on the (i + 1)-th position, then at time          x + 1 the  i-th position will have a girl and the (i + 1)-th position will have a       boy. The time is given in seconds. You've got the initial position of the children, at the initial       moment of time. Determine the way the queue is going to look after          t seconds.","The first line contains two integers  n and  t (1 ≤ n, t ≤ 50), which       represent the number of children in the queue and the time after       which the queue will transform into the arrangement you need to       find.  The next line contains string  s, which represents the schoolchildren's initial       arrangement. If the  i-th position in the queue contains a boy, then       the  i-th character of string  s equals ""B"", otherwise the  i-th character equals ""G"".","Print string  a, which describes the arrangement after  t seconds. If the  i-th position has a boy after the needed time,       then the  i-th character  a must equal ""B"", otherwise it must equal         ""G"".",
267,"You have a set of dominoes. Each domino is a rectangular tile       with a line dividing its face into two square ends. Can you put       all dominoes in a line one by one from left to right so that any       two dominoes touched with the sides that had the same number of       points? You can rotate the dominoes, changing the left and the       right side (domino ""1-4"" turns into ""4-1"").","The first line contains number  n (1  ≤  n  ≤  100). Next  n lines contains the dominoes. Each of these lines       contains two numbers — the number of points (spots) on the left       and the right half, correspondingly. The numbers of points (spots)       are non-negative integers from 0 to 6.","Print ""No       solution"", if it is impossible to arrange the dominoes       in the required manner. If the solution exists, then describe any       way to arrange the dominoes. You put the dominoes from left to       right. In each of  n lines print the index of the domino to put in       the corresponding position and then, after a space, character         ""+"" (if you       don't need to turn the domino) or ""–"" (if you need to turn it).",
268,"Manao is trying to open a rather challenging lock. The lock has          n buttons on it and to open it, you should press       the buttons in a certain order to open the lock. When you push       some button, it either stays pressed into the lock (that means       that you've guessed correctly and pushed the button that goes next       in the sequence), or all pressed buttons return to the initial       position. When all buttons are pressed into the lock at once, the       lock opens. Consider an example with three buttons. Let's say that the       opening sequence is: {2, 3, 1}. If you first press buttons 1 or 3,       the buttons unpress immediately. If you first press button 2, it       stays pressed. If you press 1 after 2, all buttons unpress. If you       press 3 after 2, buttons 3 and 2 stay pressed. As soon as you've       got two pressed buttons, you only need to press button 1 to open       the lock. Manao doesn't know the opening sequence. But he is really smart       and he is going to act in the optimal way. Calculate the number of       times he's got to push a button in order to open the lock in the       worst-case scenario.",A single line contains integer  n (1 ≤ n ≤ 2000) — the number of       buttons the lock has.,In a single line print the number of times Manao has to push a       button in the worst-case scenario.,"Consider the first test sample. Manao can fail his first push and       push the wrong button. In this case he will already be able to       guess the right one with his second push. And his third push will       push the second right button. Thus, in the worst-case scenario he       will only need 3 pushes."
269,"Emuskald is an avid horticulturist and owns the world's longest       greenhouse — it is effectively infinite in length. Over the years Emuskald has cultivated  n plants in his greenhouse, of  m different plant species numbered from 1 to  m. His greenhouse is very narrow and can be viewed       as an infinite line, with each plant occupying a single point on       that line. Emuskald has discovered that each species thrives at a different       temperature, so he wants to arrange  m - 1 borders that would divide the greenhouse       into  m sections numbered from 1 to  m from left to right with each section housing a       single species. He is free to place the borders, but in the end       all of the  i-th species plants must reside in  i-th section from the left. Of course, it is not always possible to place the borders in such       way, so Emuskald needs to replant some of his plants. He can       remove each plant from its position and place it anywhere in the       greenhouse (at any real       coordinate) with no plant already in it. Since replanting is a lot       of stress for the plants, help Emuskald find the minimum number of       plants he has to replant to be able to place the borders.","The first line of input contains two space-separated integers          n and  m (1 ≤ n, m ≤ 5000,  n ≥ m), the number of plants and the number       of different species. Each of the following  n lines contain two space-separated numbers: one       integer number  s  i (1 ≤ s  i ≤ m), and one real number  x  i (0 ≤ x  i ≤ 109),       the species and position of the  i-th plant. Each  x  i will contain no more than 6 digits after       the decimal point. It is guaranteed that all  x  i are different; there is at least one       plant of each species; the plants are given in order ""from       left to the right"", that is in the ascending order of their          x  i coordinates (x  i < x  i + 1, 1 ≤ i < n).",Output a single integer — the minimum number of plants to be replanted.,"In the first test case, Emuskald can replant the first plant to       the right of the last plant, so the answer is 1. In the second test case, the species are already in the correct       order, so no replanting is needed."
270,"Emuskald is addicted to Codeforces, and keeps refreshing the main       page not to miss any changes in the ""recent actions""       list. He likes to read thread conversations where each thread       consists of multiple messages. Recent actions shows a list of  n different threads ordered by the time of the       latest message in the thread. When a new message is posted in a       thread that thread jumps on the top of the list. No two messages       of different threads are ever posted at the same time. Emuskald has just finished reading all his opened threads and       refreshes the main page for some more messages to feed his       addiction. He notices that no new threads have appeared in the       list and at the  i-th place in the list there is a thread that was       at the  a  i-th place before the refresh. He doesn't       want to waste any time reading old messages so he wants to open       only threads with new messages. Help Emuskald find out the number of threads that surely have new messages. A       thread  x surely has a new message if there is no such       sequence of thread updates (posting messages) that both conditions       hold: ","The first line of input contains an integer  n, the number of threads (1 ≤ n ≤ 105). The next line contains a list       of  n space-separated integers  a 1,  a 2, ...,  a  n where  a  i (1 ≤ a  i ≤ n) is the old position of the          i-th thread in the new list. It is guaranteed that       all of the  a  i are distinct.",Output a single integer — the number of threads that surely       contain a new message.,"In the first test case, threads 2 and 5 are placed before the       thread 1, so these threads must contain new messages. Threads 1, 3       and 4 may contain no new messages, if only threads 2 and 5 have       new messages. In the second test case, there may be no new messages at all,       since the thread order hasn't changed. In the third test case, only thread 1 can contain no new messages."
271,"You've got an  n × m matrix. The matrix consists of       integers. In one move, you can apply a single transformation to       the matrix: choose an arbitrary element of the matrix and increase       it by 1. Each element can be       increased an arbitrary number of times. You are really curious about prime numbers. Let us remind you       that a prime number is a       positive integer that has exactly two distinct positive integer       divisors: itself and number one. For example, numbers 2, 3, 5 are       prime and numbers 1, 4, 6 are not.  A matrix is prime if at       least one of the two following conditions fulfills: Your task is to count the minimum number of moves needed to get a       prime matrix from the one you've got.","The first line contains two integers  n, m (1 ≤ n, m ≤ 500) — the       number of rows and columns in the matrix, correspondingly. Each of the following  n lines contains  m integers — the initial matrix. All matrix       elements are positive integers. All numbers in the initial matrix       do not exceed 105. The numbers in the lines are separated by single spaces.","Print a single integer — the minimum number of moves needed to       get a prime matrix from the one you've got. If you've got a prime       matrix, print 0.","In the first sample you need to increase number 1 in cell (1, 1).       Thus, the first row will consist of prime numbers: 2, 2, 3. In the second sample you need to increase number 8 in cell (1, 2)       three times. Thus, the second column will consist of prime       numbers: 11, 2. In the third sample you don't have to do anything as the second       column already consists of prime numbers: 3, 2. "
272,"Dima got into number sequences. Now he's got sequence  a 1, a 2, ..., a  n, consisting of  n positive integers. Also, Dima has got a function          f(x), which can be defined with the       following recurrence: Dima wonders, how many pairs of indexes (i, j) (1 ≤ i < j ≤ n)       are there, such that  f(a  i) = f(a  j). Help him, count the number of such       pairs. ","The first line contains integer  n (1 ≤ n ≤ 105). The second line contains          n positive integers  a 1, a 2, ..., a  n (1 ≤ a  i ≤ 109). The numbers in the lines are separated by single spaces.","In a single line print the answer to the problem. Please, don't use the %lld       specifier to read or write 64-bit integers in C++. It is preferred to use the         cin, cout streams or the %I64d specifier.","In the first sample any pair (i, j) will do, so the       answer is 3. In the second sample only pair (1, 2) will do."
273,"Little Dima has two sequences of points with integer coordinates:       sequence (a 1, 1), (a 2, 2), ..., (a  n, n) and sequence (b 1, 1), (b 2, 2), ..., (b  n, n). Now Dima wants to count the number of distinct sequences of       points of length 2·n that can       be assembled from these sequences, such that the  x-coordinates of points in the assembled sequence       will not decrease. Help him       with that. Note that each element of the initial sequences should       be used exactly once in the assembled sequence. Dima considers two assembled sequences (p 1, q 1), (p 2, q 2), ..., (p 2·n, q 2·n) and (x 1, y 1), (x 2, y 2), ..., (x 2·n, y 2·n) distinct, if       there is such  i (1 ≤ i ≤ 2·n), that (p  i, q  i) ≠ (x  i, y  i). As the answer can be rather large, print the remainder from       dividing the answer by number  m.","The first line contains integer  n (1 ≤ n ≤ 105). The second line contains          n integers  a 1, a 2, ..., a  n (1 ≤ a  i ≤ 109).       The third line contains  n integers  b 1, b 2, ..., b  n (1 ≤ b  i ≤ 109).       The numbers in the lines are separated by spaces. The last line contains integer  m (2 ≤ m ≤ 109 + 7).",In the single line print the remainder after dividing the answer       to the problem by number  m. ,"In the first sample you can get only one sequence: (1, 1), (2, 1).  In the second sample you can get such sequences : (1, 1), (2, 2), (2, 1), (3, 2); (1, 1), (2, 1), (2, 2), (3, 2). Thus, the       answer is 2."
274,A tree is a graph with          n vertices and exactly  n - 1 edges; this graph should meet the following       condition: there exists exactly one shortest (by number of edges)       path between any pair of its vertices. A subtree of a tree  T is a tree with both vertices and edges as       subsets of vertices and edges of  T. You're given a tree with  n vertices. Consider its vertices numbered with       integers from 1 to  n. Additionally an integer is written on every       vertex of this tree. Initially the integer written on the  i-th vertex is equal to  v  i. In one move you can apply the following operation: Calculate the minimum number of moves that is required to make       all the integers written on the vertices of the given tree equal       to zero.,"The first line of the input contains  n (1 ≤ n ≤ 105). Each of the next  n - 1 lines contains two integers  a  i and  b  i (1 ≤ a  i, b  i ≤ n; a  i ≠ b  i) indicating there's an edge between       vertices  a  i and  b  i. It's guaranteed that the input graph is       a tree.  The last line of the input contains a list of  n space-separated integers  v 1, v 2, ..., v  n (|v  i| ≤ 109).","Print the minimum number of operations needed to solve the task. Please, do not write the %lld specifier to read or write       64-bit integers in С++. It is preferred to use the cin, cout streams or the %I64d specifier.",
275,"Consider an  n × m grid. Initially all the cells of the       grid are colored white. Lenny has painted some of the cells (at       least one) black. We call a painted grid convex if one can walk       from any black cell to         any another black cell       using a path of side-adjacent black cells changing his direction       at most once during the path. In the figure below, the left grid       is convex while the right one is not convex, because there exist       two cells which need more than one time to change direction in       their path. You're given a painted grid in the input. Tell Lenny if the grid       is convex or not.","The first line of the input contains two integers  n and  m (1 ≤ n, m ≤ 50) — the size       of the grid. Each of the next  n lines contains  m characters ""B"" or ""W"". Character ""B"" denotes a black cell of       the grid and ""W""       denotes a white cell of the grid. It's guaranteed that the grid has at least one black cell.","On the only line of the output print ""YES"" if the grid is convex,       otherwise print ""NO"". Do not print quotes.",
276,"The Little Girl loves problems on games very much. Here's one of them. Two players have got a string  s, consisting of lowercase English letters. They       play a game that is described by the following rules: Determine which player will win, provided that both sides play       optimally well — the one who moves first or the one who moves second.","The input contains a single line, containing string  s (1 ≤ |s|  ≤  103). String  s consists of lowercase English letters.","In a single line print word ""First"" if the first player       wins (provided that both players play optimally well). Otherwise,       print word ""Second"". Print the words       without the quotes.",
277,Convexity of a set of points on the plane is the size of the       largest subset of points that form a convex polygon. Your task is       to build a set of  n points with the convexity of exactly  m. Your set of points should not contain three       points that lie on a straight line.,"The single line contains two integers  n and  m (3 ≤ m ≤ 100, m ≤ n ≤ 2m).","If there is no solution, print ""-1"". Otherwise, print  n pairs of integers — the coordinates of points of       any set with the convexity of  m. The coordinates shouldn't exceed 108 in       their absolute value.",
278,"Coming up with a new problem isn't as easy as many people think.       Sometimes it is hard enough to name it. We'll consider a title         original if it       doesn't occur as a substring in any titles of recent Codeforces       problems.  You've got the titles of  n last problems — the strings, consisting of       lowercase English letters. Your task is to find the shortest       original title for the new problem. If there are multiple such       titles, choose the lexicographically minimum one. Note, that title       of the problem can't be an empty string. A substring  s[l... r] (1 ≤ l ≤ r ≤ |s|) of       string  s = s 1 s 2... s |s| (where |s| is the length of string  s) is string  s  l s  l + 1... s  r. String  x = x 1 x 2... x  p is lexicographically smaller than       string  y = y 1 y 2... y  q, if either  p < q and  x 1 = y 1, x 2 = y 2, ... , x  p = y  p, or there exists such number  r (r < p, r < q),       that  x 1 = y 1, x 2 = y 2, ... , x  r = y  r and  x  r + 1 < y  r + 1. The string characters are compared       by their ASCII codes.","The first line contains integer  n (1 ≤ n ≤ 30) — the number of titles       you've got to consider. Then follow  n problem titles, one per line. Each title only       consists of lowercase English letters (specifically, it doesn't       contain any spaces) and has the length from 1 to 20, inclusive.","Print a string, consisting of lowercase English letters — the       lexicographically minimum shortest original title.","In the first sample the first 9 letters of the English alphabet         (a, b, c, d, e, f, g, h,       i) occur in the problem titles, so the answer is letter         j. In the second sample the titles contain 26 English letters, so       the shortest original title cannot have length 1. Title aa occurs as a substring in the       first title."
279,"When Valera has got some free time, he goes to the library to       read some books. Today he's got  t free minutes to read. That's why Valera took          n books in the library and for each book he       estimated the time he is going to need to read it. Let's number       the books by integers from 1 to  n. Valera needs  a  i minutes to read the  i-th book. Valera decided to choose an arbitrary book with number  i and read the books one by one, starting from       this book. In other words, he will first read book number  i, then book number  i + 1, then book number  i + 2 and so on. He continues the process until he       either runs out of the free time or finishes reading the  n-th book. Valera reads each book up to the end,       that is, he doesn't start reading the book if he doesn't have       enough free time to finish reading it.  Print the maximum number of books Valera can read.","The first line contains two integers  n and  t (1 ≤ n ≤ 105; 1 ≤ t ≤ 109) — the number of books and the       number of free minutes Valera's got. The second line contains a       sequence of  n integers  a 1, a 2, ..., a  n (1 ≤ a  i ≤ 104),       where number  a  i shows the number of minutes that the boy       needs to read the  i-th book.",Print a single integer — the maximum number of books Valera can read.,
280,"Bike loves looking for the second maximum element in the       sequence. The second maximum element in the sequence of distinct       numbers  x 1, x 2, ..., x  k (k > 1) is such maximum element          x  j, that the following inequality holds:         . The lucky number of the sequence of distinct positive integers          x 1, x 2, ..., x  k (k > 1) is the number that is       equal to the bitwise excluding OR of the maximum element of the       sequence and the second maximum element of the sequence. You've got a sequence of distinct positive integers  s 1, s 2, ..., s  n (n > 1). Let's denote sequence          s  l, s  l + 1, ..., s  r as  s[l..r] (1 ≤ l < r ≤ n).       Your task is to find the maximum number among all lucky numbers of       sequences  s[l..r]. Note that as all numbers in sequence  s are distinct, all the given definitions make sence.","The first line contains integer  n (1 < n ≤ 105). The second line contains          n distinct integers  s 1, s 2, ..., s  n (1 ≤ s  i ≤ 109).",Print a single integer — the maximum lucky number among all lucky       numbers of sequences  s[l..r].,"For the first sample you can choose  s[4..5] = {4, 3} and its lucky number is (4 xor 3) = 7. You can also choose          s[1..2]. For the second sample you must choose  s[2..5] = {8, 3, 5, 7}."
281,"You are given three positive integers  x, y, n. Your task is to find the       nearest fraction to fraction        whose denominator is no more than  n.  Formally, you should find such pair of integers  a, b (1 ≤ b ≤ n; 0 ≤ a)       that the value        is as minimal as possible. If there are multiple ""nearest"" fractions, choose the       one with the minimum denominator. If there are multiple       ""nearest"" fractions with the minimum denominator, choose       the one with the minimum numerator.","A single line contains three integers  x, y, n (1 ≤ x, y, n ≤ 105).","Print the required fraction in the format "" a/ b"" (without quotes).",
282,"The Bitlandians are quite weird people. They have very peculiar customs. As is customary, Uncle J. wants to have  n eggs painted for Bitruz (an ancient Bitland       festival). He has asked G. and A. to do the work. The kids are excited because just as is customary, they're going       to be paid for the job!  Overall uncle J. has got  n eggs. G. named his price for painting each egg.       Similarly, A. named his price for painting each egg. It turns out       that for each egg the sum of the money both A. and G. want for the       painting equals 1000. Uncle J. wants to distribute the eggs between the children so as       to give each egg to exactly one child. Also, Uncle J. wants the       total money paid to A. to be different from the total money paid       to G. by no more than 500. Help Uncle J. Find the required distribution of eggs or otherwise       say that distributing the eggs in the required manner is impossible.","The first line contains integer  n (1 ≤ n ≤ 106) — the number of eggs. Next  n lines contain two integers  a  i and  g  i each (0 ≤ a  i, g  i ≤ 1000; a  i + g  i = 1000):  a  i is the price said by A. for the  i-th egg and  g  i is the price said by G. for the  i-th egg.","If it is impossible to assign the painting, print ""-1"" (without quotes). Otherwise print a string, consisting of  n letters ""G"" and ""A"". The  i-th letter of this string should represent the       child who will get the  i-th egg in the required distribution. Letter         ""A"" represents       A. and letter ""G""       represents G. If we denote the money Uncle J. must pay A. for the       painting as  S  a, and the money Uncle J. must pay G. for       the painting as  S  g, then this inequality must hold: |S  a  -  S  g|  ≤  500.  If there are several solutions, you are allowed to print any of them.",
283,"Farmer John has just given the cows a program to play with! The       program contains two integer variables,  x and  y, and performs the following operations on a       sequence  a 1, a 2, ..., a  n of positive integers: The cows are not very good at arithmetic though, and they want to       see how the program works. Please help them! You are given the sequence  a 2, a 3, ..., a  n. Suppose for each  i (1 ≤ i ≤ n - 1) we run the       program on the sequence  i, a 2, a 3, ..., a  n. For each such run output the final       value of  y if the program terminates or -1 if it does not terminate.","The first line contains a single integer,  n (2 ≤ n ≤ 2·105). The next line contains  n - 1 space separated integers,  a 2, a 3, ..., a  n (1 ≤ a  i ≤ 109).","Output  n - 1 lines. On the  i-th line, print the requested value when the       program is run on the sequence  i, a 2, a 3, ...a  n. Please do not use the %lld       specifier to read or write 64-bit integers in С++. It is preferred       to use the cin, cout streams or the %I64d specifier.",In the first sample 
284,"There are  n cows playing poker at a table. For the current       betting phase, each player's status is either ""ALLIN"", ""IN"", or ""FOLDED"", and does not change       throughout the phase. To increase the suspense, a player whose       current status is not ""FOLDED"" may show his/her       hand to the table. However, so as not to affect any betting       decisions, he/she may only do so if all other players have a       status of either ""ALLIN"" or ""FOLDED"". The player's own       status may be either ""ALLIN"" or ""IN"". Find the number of cows that can currently show their hands       without affecting any betting decisions.","The first line contains a single integer,  n (2 ≤ n ≤ 2·105). The second line contains          n characters, each either ""A"", ""I"", or ""F"". The  i-th character is ""A"" if the  i-th player's status is ""ALLIN"", ""I"" if the  i-th player's status is ""IN"", or ""F"" if the  i-th player's status is ""FOLDED"".",The first line should contain a single integer denoting the       number of players that can currently show their hands.,"In the first sample, cows 1, 4, 5, and 6 can show their hands. In       the second sample, only cow 3 can show her hand."
285,"Petya and Vasya are playing a game. Petya's got  n non-transparent glasses, standing in a row. The       glasses' positions are indexed with integers from 1 to  n from left to right. Note that the positions are       indexed but the glasses are not. First Petya puts a marble under the glass in position  s. Then he performs some (possibly zero) shuffling       operations. One shuffling operation means moving the glass from       the first position to position  p 1, the glass from the       second position to position  p 2 and so on. That is, a       glass goes from position  i to position  p  i. Consider all glasses are moving       simultaneously during one shuffling operation. When the glasses       are shuffled, the marble doesn't travel from one glass to another:       it moves together with the glass it was initially been put in. After all shuffling operations Petya shows Vasya that the ball       has moved to position  t. Vasya's task is to say what minimum number of       shuffling operations Petya has performed or determine that Petya       has made a mistake and the marble could not have got from position          s to position  t.","The first line contains three integers:  n, s, t (1 ≤ n ≤ 105; 1 ≤ s, t ≤ n)       — the number of glasses, the ball's initial and final position.       The second line contains  n space-separated integers:  p 1, p 2, ..., p  n (1 ≤ p  i ≤ n) — the shuffling operation       parameters. It is guaranteed that all  p  i's are distinct. Note that  s can equal  t.","If the marble can move from position  s to position  t, then print on a single line a non-negative       integer — the minimum number of shuffling operations, needed to       get the marble to position  t. If it is impossible, print number -1.",
286,"John Doe has found the beautiful permutation formula. Let's take permutation  p = p 1, p 2, ..., p  n. Let's define transformation  f of this permutation:  where  k (k > 1)       is an integer, the transformation parameter,  r is such maximum integer that  rk ≤ n. If  rk = n, then elements  p  rk + 1, p  rk + 2 and so on are omitted. In other       words, the described transformation of permutation  p cyclically shifts to the left each consecutive       block of length  k and the last block with the length equal to the       remainder after dividing  n by  k.  John Doe thinks that permutation  f(f( ... f(p = [1, 2, ..., n], 2) ... , n - 1), n)       is beautiful. Unfortunately, he cannot quickly find the beautiful       permutation he's interested in. That's why he asked you to help him. Your task is to find a beautiful permutation for the given  n. For clarifications, see the notes to the third sample.",A single line contains integer  n (2 ≤ n ≤ 106).,Print  n distinct space-separated integers from 1 to  n — a beautiful permutation of size  n.,A note to the third test sample: 
287,"Vova, the Ultimate Thule new shaman, wants to build a pipeline.       As there are exactly  n houses in Ultimate Thule, Vova wants the city to       have exactly  n pipes, each such pipe should be connected to the       water supply. A pipe can be connected to the water supply if       there's water flowing out of it. Initially Vova has only one pipe       with flowing water. Besides, Vova has several splitters. A splitter is a construction that consists of one input (it can       be connected to a water pipe) and  x output pipes. When a splitter is connected to a       water pipe, water flows from each output pipe. You can assume that       the output pipes are ordinary pipes. For example, you can connect       water supply to such pipe if there's water flowing out from it. At       most one splitter can be connected to any water pipe. Vova has one splitter of each kind: with 2, 3, 4, ...,  k outputs. Help Vova use the minimum number of       splitters to build the required pipeline or otherwise state that       it's impossible. Vova needs the pipeline to have exactly  n pipes with flowing out water. Note that some of       those pipes can be the output pipes of the splitters.","The first line contains two space-separated integers  n and  k (1 ≤ n ≤ 1018, 2 ≤ k ≤ 109). Please, do not use the %lld specifier to read or write       64-bit integers in С++. It is preferred to use the cin, cout streams or the %I64d specifier.","Print a single integer — the minimum number of splitters needed       to build the pipeline. If it is impossible to build a pipeline       with the given splitters, print -1.",
288,"Little penguin Polo loves his home village. The village has  n houses, indexed by integers from 1 to  n. Each house has a plaque containing an integer,       the  i-th house has a plaque containing integer  p  i (1 ≤ p  i ≤ n). Little penguin Polo loves walking around this village. The walk       looks like that. First he stands by a house number  x. Then he goes to the house whose number is       written on the plaque of house  x (that is, to house  p  x), then he goes to the house whose number       is written on the plaque of house  p  x (that is, to house  p  p  x), and so on. We know that: You need to find the number of ways you may write the numbers on       the houses' plaques so as to fulfill the three above described       conditions. Print the remainder after dividing this number by         1000000007 (109 + 7).","The single line contains two space-separated integers  n and  k (1 ≤ n ≤ 1000, 1 ≤ k ≤ min(8, n))       — the number of the houses and the number  k from the statement.",In a single line print a single integer — the answer to the       problem modulo 1000000007 (109 + 7).,
289,"Little penguin Polo has an  n × m matrix, consisting of integers. Let's       index the matrix rows from 1 to  n from top to bottom and let's index the columns       from 1 to  m from left to right. Let's represent the matrix       element on the intersection of row  i and column  j as  a  ij. In one move the penguin can add or subtract number  d from some matrix element. Find the minimum       number of moves needed to make all matrix elements equal. If the       described plan is impossible to carry out, say so.","The first line contains three integers  n,  m and  d (1 ≤ n, m ≤ 100, 1 ≤ d ≤ 104) — the matrix sizes and the          d parameter. Next  n lines contain the matrix: the  j-th integer in the  i-th row is the matrix element  a  ij (1 ≤ a  ij ≤ 104).","In a single line print a single integer — the minimum number of       moves the penguin needs to make all matrix elements equal. If that       is impossible, print ""-1"" (without the quotes).",
290,,"The input contains two integers  a 1, a 2 (0 ≤ a  i ≤ 32), separated by a single space.",Output a single integer.,
