id,problemText,input,output
154,"Sergey attends lessons of the  N-ish language. Each lesson he receives a       hometask. This time the task is to translate some sentence to the          N-ish language. Sentences of the  N-ish language can be represented as strings       consisting of lowercase Latin letters without spaces or       punctuation marks. Sergey totally forgot about the task until half an hour before       the next lesson and hastily scribbled something down. But then he       recollected that in the last lesson he learned the grammar of          N-ish. The spelling rules state that  N-ish contains some ""forbidden"" pairs of       letters: such letters can never occur in a sentence next to each       other. Also, the order of the letters doesn't matter (for example,       if the pair of letters ""ab"" is forbidden, then any       occurrences of substrings ""ab"" and ""ba"" are also forbidden).       Also, each pair has different letters and each letter occurs in no       more than one forbidden pair. Now Sergey wants to correct his sentence so that it doesn't       contain any ""forbidden"" pairs of letters that stand next       to each other. However, he is running out of time, so he decided       to simply cross out some letters from the sentence. What smallest       number of letters will he have to cross out? When a letter is       crossed out, it is ""removed"" so that the letters to its       left and right (if they existed), become neighboring. For example,       if we cross out the first letter from the string ""aba"", we get the string         ""ba"", and if we       cross out the second letter, we get ""aa"".","The first line contains a non-empty string  s, consisting of lowercase Latin letters — that's       the initial sentence in  N-ish, written by Sergey. The length of string          s doesn't exceed 105. The next line contains integer  k (0 ≤ k ≤ 13) — the number of       forbidden pairs of letters. Next  k lines contain descriptions of forbidden pairs of       letters. Each line contains exactly two different lowercase Latin       letters without separators that represent the forbidden pairs. It       is guaranteed that each letter is included in no more than one pair.",Print the single number — the smallest number of letters that       need to be removed to get a string without any forbidden pairs of       neighboring letters. Please note that the answer always exists as       it is always possible to remove all letters.,In the first sample you should remove two letters b. In the second sample you should remove the second or the third       letter. The second restriction doesn't influence the solution.
155,"Vasya adores sport programming. He can't write programs but he       loves to watch the contests' progress. Vasya even has a favorite       coder and Vasya pays special attention to him. One day Vasya decided to collect the results of all contests       where his favorite coder participated and track the progress of       his coolness. For each contest where this coder participated, he       wrote out a single non-negative number — the number of points his       favorite coder earned in the contest. Vasya wrote out the points       for the contest in the order, in which the contests run       (naturally, no two contests ran simultaneously). Vasya considers a coder's performance in a contest amazing in two situations: he can       break either his best or his worst performance record. First, it       is amazing if during the contest the coder earns strictly more points that he earned on       each past contest. Second, it is amazing if during the contest the       coder earns strictly less       points that he earned on each past contest. A coder's first       contest isn't considered amazing. Now he wants to count the number       of amazing performances the coder had throughout his whole history       of participating in contests. But the list of earned points turned       out long and Vasya can't code... That's why he asks you to help him.",The first line contains the single integer  n (1 ≤ n ≤ 1000) — the number of       contests where the coder participated. The next line contains  n space-separated non-negative integer numbers —       they are the points which the coder has earned. The points are       given in the chronological order. All points do not exceed 10000.,Print the single number — the number of amazing performances the       coder has had during his whole history of participating in the contests.,"In the first sample the performances number 2 and 3 are amazing. In the second sample the performances number 2, 4, 9 and 10 are amazing."
156,"Dr. Moriarty is about to send a message to Sherlock Holmes. He       has a string  s.  String  p is called a substring of string  s if you can read it starting from some position       in the string  s. For example, string ""aba"" has six substrings:         ""a"",         ""b"",         ""a"",         ""ab"",         ""ba"",         ""aba"". Dr. Moriarty plans to take string  s and cut out some substring from it, let's call       it  t. Then he needs to change the substring  t zero or more times. As a result, he should       obtain a fixed string  u (which is the string that should be sent to       Sherlock Holmes). One change is defined as making one of the       following actions:  Moriarty is very smart and after he chooses some substring  t, he always makes the minimal number of changes       to obtain  u.  Help Moriarty choose the best substring  t from all substrings of the string  s. The substring  t should minimize the number of changes Moriarty       should make to obtain the string  u from it.","The first line contains a non-empty string  s, consisting of lowercase Latin letters. The       second line contains a non-empty string  u, consisting of lowercase Latin letters. The       lengths of both strings are in the range from 1 to 2000, inclusive.",Print the only integer — the minimum number of changes that Dr.       Moriarty has to make with the string that you choose.,"In the first sample Moriarty can take any substring of length         3, and it will be equal to the       required message  u, so Moriarty won't have to make any changes. In the second sample you should take a substring consisting of       characters from second to fourth (""bca"") or from fifth to sixth         (""bc""). Then       you will only have to make one change: to change or to add the       last character. In the third sample the initial string  s doesn't contain any character that the message       should contain, so, whatever string you choose, you will have to       make at least 7 changes to obtain       the required message."
157,"Sherlock Holmes and Dr. Watson played some game on a checkered       board  n × n in size. During the game they put       numbers on the board's squares by some tricky rules we don't know.       However, the game is now over and each square of the board       contains exactly one number. To understand who has won, they need       to count the number of winning squares. To       determine if the particular square is winning you should do the       following. Calculate the sum of all numbers on the squares that       share this column (including the given square) and separately       calculate the sum of all numbers on the squares that share this       row (including the given square). A square is considered winning if the sum of the       column numbers is strictly       greater than the sum of the row numbers. For instance, lets game was ended like is shown in the picture.       Then the purple cell is winning, because the sum of its column       numbers equals 8 + 3 + 6 + 7 = 24,       sum of its row numbers equals 9 + 5 + 3 + 2 = 19, and 24 > 19.",The first line contains an integer  n (1 ≤ n ≤ 30). Each of the following          n lines contain  n space-separated integers. The  j-th number on the  i-th line represents the number on the square that       belongs to the  j-th column and the  i-th row on the board. All number on the board are       integers from 1 to 100.,Print the single number — the number of the winning squares.,In the first example two upper squares are winning. In the third example three left squares in the both middle rows       are winning:
158,"""Contestant who earns a score equal to or greater than the          k-th place finisher's score will advance to the       next round, as long as the contestant earns a positive       score..."" — an excerpt from contest rules. A total of  n participants took part in the contest ( n ≥ k), and you already know their scores.       Calculate how many participants will advance to the next round.","The first line of the input contains two integers  n and  k (1 ≤ k ≤ n ≤ 50) separated by       a single space. The second line contains  n space-separated integers  a 1, a 2, ..., a  n (0 ≤ a  i ≤ 100), where  a  i is the score earned by the participant       who got the  i-th place. The given sequence is non-increasing       (that is, for all  i from 1 to  n - 1 the following condition is fulfilled:  a  i ≥ a  i + 1).",Output the number of participants who advance to the next round.,"In the first example the participant on the 5th place earned 7       points. As the participant on the 6th place also earned 7 points,       there are 6 advancers. In the second example nobody got a positive score."
159,"Polycarpus has a hobby — he develops an unusual social network.       His work is almost completed, and there is only one more module to       implement — the module which determines friends. Oh yes, in this       social network one won't have to add friends manually! Pairs of       friends are deduced in the following way. Let's assume that user          A sent user  B a message at time  t 1, and user  B sent user  A a message at time  t 2. If 0 < t 2 - t 1 ≤ d, then user          B's message was an       answer to user  A's one. Users  A and  B are considered to be friends if  A answered at least one  B's message or  B answered at least one  A's message. You are given the log of messages in chronological order and a       number  d. Find all pairs of users who will be considered       to be friends.","The first line of the input contains two integers  n and  d (1 ≤ n, d ≤ 1000). The next          n lines contain the messages log. The  i-th line contains one line of the log formatted       as "" A  i  B  i  t  i"" (without the quotes), which means       that user  A  i sent a message to user  B  i at time  t  i (1 ≤ i ≤ n).  A  i and  B  i are non-empty strings at most 20 characters long, consisting of       lowercase letters ('a' ...         'z'), and  t  i is an integer (0 ≤ t  i ≤ 10000). It is guaranteed that the       lines are given in non-decreasing order of  t  i's and that no user sent a message to       himself. The elements in the lines are separated by single spaces.","In the first line print integer  k — the number of pairs of friends. In the next          k lines print pairs of friends as "" A  i  B  i"" (without the quotes). You can       print users in pairs and the pairs themselves in any order. Each       pair must be printed exactly once.","In the first sample test case Vasya and Petya are friends because       their messages' sending times are one second apart. Anya and Ivan       are not, because their messages' sending times differ by more than       one second."
160,"Imagine that you have a twin brother or sister. Having another       person that looks exactly like you seems very unusual. It's hard       to say if having something of an alter ego is good or bad. And if       you do have a twin, then you very well know what it's like. Now let's imagine a typical morning in your family. You haven't       woken up yet, and Mom is already going to work. She has been so       hasty that she has nearly forgotten to leave the two of her       darling children some money to buy lunches in the school       cafeteria. She fished in the purse and found some number of coins,       or to be exact,  n coins of arbitrary values  a 1, a 2, ..., a  n. But as Mom was running out of time, she       didn't split the coins for you two. So she scribbled a note asking       you to split the money equally. As you woke up, you found Mom's coins and read her note.       ""But why split the money equally?"" — you thought. After       all, your twin is sleeping and he won't know anything. So you       decided to act like that: pick for yourself some subset of coins       so that the sum of values of your coins is strictly larger than the sum of       values of the remaining coins that your twin will have. However,       you correctly thought that if you take too many coins, the twin       will suspect the deception. So, you've decided to stick to the       following strategy to avoid suspicions: you take the minimum number of coins, whose       sum of values is strictly more than the sum of values of the       remaining coins. On this basis, determine what minimum number of coins you need       to take to divide them in the described manner.","The first line contains integer  n (1 ≤ n ≤ 100) — the number of coins.       The second line contains a sequence of  n integers  a 1,  a 2, ...,  a  n (1 ≤ a  i ≤ 100) — the coins' values. All numbers       are separated with spaces.",In the single line print the single number — the minimum needed       number of coins.,"In the first sample you will have to take 2 coins (you and your twin have sums equal       to 6, 0 correspondingly). If you       take 1 coin, you get sums 3, 3. If you take 0 coins, you get sums 0, 6. Those variants do not satisfy you as       your sum should be strictly more that your twins' sum. In the second sample one coin isn't enough for us, too. You can       pick coins with values 1, 2 or 2, 2. In any case, the minimum number of       coins equals 2. "
161,"The Two-dimensional kingdom is going through hard times... This       morning the Three-Dimensional kingdom declared war on the       Two-dimensional one. This (possibly armed) conflict will determine       the ultimate owner of the straight line. The Two-dimensional kingdom has a regular army of  n people. Each soldier registered himself and       indicated the desired size of the bulletproof vest: the  i-th soldier indicated size  a  i. The soldiers are known to be       unpretentious, so the command staff assumes that the soldiers are       comfortable in any vests with sizes from  a  i - x to  a  i + y, inclusive (numbers  x, y ≥ 0 are specified).  The Two-dimensional kingdom has  m vests at its disposal, the  j-th vest's size equals  b  j. Help mobilize the Two-dimensional       kingdom's army: equip with vests as many soldiers as possible.       Each vest can be used only once. The  i-th soldier can put on the  j-th vest, if  a  i - x ≤ b  j ≤ a  i + y.","The first input line contains four integers  n,  m,  x and  y (1 ≤ n, m ≤ 105, 0 ≤ x, y ≤ 109) — the number of soldiers, the       number of vests and two numbers that specify the soldiers'       unpretentiousness, correspondingly. The second line contains  n integers  a 1, a 2, ..., a  n (1 ≤ a  i ≤ 109) in       non-decreasing order, separated by single spaces — the desired       sizes of vests.  The third line contains  m integers  b 1, b 2, ..., b  m (1 ≤ b  j ≤ 109) in       non-decreasing order, separated by single spaces — the sizes of       the available vests.","In the first line print a single integer  k — the maximum number of soldiers equipped with       bulletproof vests.  In the next  k lines print  k pairs, one pair per line, as "" u  i  v  i"" (without the quotes). Pair ( u  i,  v  i) means that soldier number  u  i must wear vest number  v  i. Soldiers and vests are numbered       starting from one in the order in which they are specified in the       input. All numbers of soldiers in the pairs should be pairwise       different, all numbers of vests in the pairs also should be       pairwise different. You can print the pairs in any order. If there are multiple optimal answers, you are allowed to print       any of them.","In the first sample you need the vests' sizes to match perfectly:       the first soldier gets the first vest (size 1), the third soldier       gets the second vest (size 3). This sample allows another answer,       which gives the second vest to the fourth soldier instead of the       third one. In the second sample the vest size can differ from the desired       size by at most 2 sizes, so all soldiers can be equipped."
165,"One day Vasya painted a Cartesian coordinate system on a piece of       paper and marked some set of points (x 1, y 1), (x 2, y 2), ..., (x  n, y  n). Let's define neighbors for some fixed       point from the given set (x, y):  We'll consider point (x, y) from the given set       supercentral, if it has at least one upper, at least one lower, at       least one left and at least one right neighbor among this set's points. Vasya marked quite many points on the paper. Analyzing the       picture manually is rather a challenge, so Vasya asked you to help       him. Your task is to find the number of supercentral points in the       given set.","The first input line contains the only integer  n (1 ≤ n ≤ 200) — the number of points       in the given set. Next  n lines contain the coordinates of the points       written as "" x  y"" (without the quotes) (|x|, |y| ≤ 1000), all       coordinates are integers. The numbers in the line are separated by       exactly one space. It is guaranteed that all points are different.",Print the only number — the number of supercentral points of the       given set.,"In the first sample the supercentral points are only points (1, 1) and (1, 2). In the second sample there is one supercental point — point (0, 0)."
166,"Another programming contest is over. You got hold of the       contest's final results table. The table has the following data.       For each team we are shown two numbers: the number of problems and       the total penalty time. However, for no team we are shown its       final place. You know the rules of comparing the results of two given teams       very well. Let's say that team  a solved  p  a problems with total penalty time  t  a and team  b solved  p  b problems with total penalty time  t  b. Team  a gets a higher place than team  b in the end, if it either solved more problems on       the contest, or solved the same number of problems but in less       total time. In other words, team  a gets a higher place than team  b in the final results' table if either  p  a > p  b, or  p  a = p  b and  t  a < t  b.  It is considered that the teams that solve the same number of       problems with the same penalty time share all corresponding       places. More formally, let's say there is a group of  x teams that solved the same number of problems       with the same penalty time. Let's also say that  y teams performed better than the teams from this       group. In this case all teams from the group share places  y + 1,  y + 2, ...,  y + x. The teams that performed worse than       the teams from this group, get their places in the results table       starting from the  y + x + 1-th place. Your task is to count what number of teams from the given list       shared the  k-th place. ","The first line contains two integers  n and  k (1 ≤ k ≤ n ≤ 50). Then  n lines contain the description of the teams: the          i-th line contains two integers  p  i and  t  i (1 ≤ p  i, t  i ≤ 50) — the number of solved problems       and the total penalty time of the  i-th team, correspondingly. All numbers in the       lines are separated by spaces. ",In the only line print the sought number of teams that got the          k-th place in the final results' table.,The final results' table for the first sample is:  The table shows that the second place is shared by the teams that       solved 4 problems with penalty time 10. There are 3 such teams. The final table for the second sample is: The table shows that the fourth place is shared by the teams that       solved 3 problems with penalty time 1. There are 4 such teams.
167,"In some country live wizards. They love to ride trolleybuses. A city in this country has a trolleybus depot with  n trolleybuses. Every day the trolleybuses leave       the depot, one by one and go to the final station. The final       station is at a distance of  d meters from the depot. We know for the  i-th trolleybus that it leaves at the moment of       time  t  i seconds, can go at a speed of no greater       than  v  i meters per second, and accelerate with       an acceleration no greater than  a meters per second squared. A trolleybus can       decelerate as quickly as you want (magic!). It can change its       acceleration as fast as you want, as well. Note that the maximum       acceleration is the same for all trolleys. Despite the magic the trolleys are still powered by an electric       circuit and cannot overtake each other (the wires are to blame, of       course). If a trolleybus catches up with another one, they go       together one right after the other until they arrive at the final       station. Also, the drivers are driving so as to arrive at the       final station as quickly as possible. You, as head of the trolleybuses' fans' club, are to determine       for each trolley the minimum time by which it can reach the final       station. At the time of arrival at the destination station the       trolleybus does not necessarily have zero speed. When a trolley is       leaving the depot, its speed is considered equal to zero. From the       point of view of physics, the trolleybuses can be considered as       material points, and also we should ignore the impact on the speed       of a trolley bus by everything, except for the acceleration and       deceleration provided by the engine.","The first input line contains three space-separated integers          n,  a,  d (1 ≤ n ≤ 105, 1 ≤ a, d ≤ 106) — the number of trolleybuses,       their maximum acceleration and the distance from the depot to the       final station, correspondingly. Next  n lines contain pairs of integers  t  i  v  i (0 ≤ t 1 < t 2... < t  n - 1 < t  n ≤ 106,         1 ≤ v  i ≤ 106) —       the time when the  i-th trolleybus leaves the depot and its maximum       speed, correspondingly. The numbers in the lines are separated by spaces.",For each trolleybus print a single line the time it arrives to       the final station. Print the times for the trolleybuses in the       order in which the trolleybuses are given in the input. The answer       will be accepted if the absolute or relative error doesn't exceed         10 - 4.,"In the first sample the second trolleybus will catch up with the       first one, that will happen at distance 510.5 meters from the       depot. The trolleybuses will go the remaining 9489.5 meters       together at speed 10 meters per second. As a result, both       trolleybuses will arrive to the final station by the moment of       time 1000.5 seconds. The third trolleybus will not catch up with       them. It will arrive to the final station by the moment of time       11000.05 seconds."
168,"Some country is populated by wizards. They want to organize a demonstration. There are  n people living in the city,  x of them are the wizards who will surely go to       the demonstration. Other city people ( n - x people) do not support the wizards       and aren't going to go to the demonstration. We know that the city       administration will react only to the demonstration involving at       least  y percent of the city people. Having considered       the matter, the wizards decided to create clone puppets which can       substitute the city people on the demonstration.  So all in all, the demonstration will involve only the wizards       and their puppets. The city administration cannot tell the       difference between a puppet and a person, so, as they calculate       the percentage, the administration will consider the city to be       consisting of only  n people and not containing any clone puppets.  Help the wizards and find the minimum number of clones to create       to that the demonstration had no less than  y percent of the city people.","The first line contains three space-separated integers,  n,  x,  y (1 ≤ n, x, y ≤ 104, x ≤ n) — the       number of citizens in the city, the number of wizards and the       percentage the administration needs, correspondingly. Please note that  y can exceed 100 percent, that is, the       administration wants to see on a demonstration more people that       actually live in the city ( > n).","Print a single integer — the answer to the problem, the minimum       number of clones to create, so that the demonstration involved no       less than  y percent of  n (the real total city population). ","In the first sample it is necessary that at least 14% of 10       people came to the demonstration. As the number of people should       be integer, then at least two people should come. There is only       one wizard living in the city and he is going to come. That isn't       enough, so he needs to create one clone.  In the second sample 10 people should come to the demonstration.       The city has 10 wizards. They will all come to the demonstration,       so nobody has to create any clones."
169,"Petya and Vasya are brothers. Today is a special day for them as       their parents left them home alone and commissioned them to do          n chores. Each chore is characterized by a single       parameter — its complexity. The complexity of the  i-th chore equals  h  i. As Petya is older, he wants to take the chores with complexity       larger than some value  x ( h  i > x) to leave to Vasya the       chores with complexity less than or equal to  x ( h  i ≤ x). The brothers have already       decided that Petya will do exactly  a chores and Vasya will do exactly  b chores ( a + b = n). In how many ways can they choose an integer  x so that Petya got exactly  a chores and Vasya got exactly  b chores?","The first input line contains three integers  n, a and  b (2 ≤ n ≤ 2000;  a, b ≥ 1;  a + b = n) — the total number of       chores, the number of Petya's chores and the number of Vasya's chores. The next line contains a sequence of integers  h 1, h 2, ..., h  n (1 ≤ h  i ≤ 109),          h  i is the complexity of the  i-th chore. The numbers in the given sequence are       not necessarily different. All numbers on the lines are separated by single spaces.","Print the required number of ways to choose an integer value of          x. If there are no such ways, print 0.","In the first sample the possible values of  x are 3, 4 or 5. In the second sample it is impossible to find such  x, that Petya got 3 chores and Vasya got 4."
171,,"The input contains two integers  a 1, a 2 (0 ≤ a  i ≤ 109),       separated by a single space.",Output a single integer.,
172,"Polycarpus has  n friends in Tarasov city. Polycarpus knows phone       numbers of all his friends: they are strings  s 1, s 2, ..., s  n. All these strings consist only of       digits and have the same length.  Once Polycarpus needed to figure out Tarasov city phone code. He       assumed that the phone code of the city is the longest common       prefix of all phone numbers of his friends. In other words, it is       the longest string  c which is a prefix (the beginning) of each  s  i for all  i (1 ≤ i ≤ n). Help Polycarpus       determine the length of the city phone code. ","The first line of the input contains an integer  n (2 ≤ n ≤ 3·104) — the number of Polycarpus's       friends. The following  n lines contain strings  s 1, s 2, ..., s  n — the phone numbers of Polycarpus's       friends. It is guaranteed that all strings consist only of digits       and have the same length from 1 to         20, inclusive. It is also       guaranteed that all strings are different.",Print the number of digits in the city phone code.,"A prefix of string          t is a string that is obtained by deleting zero or       more digits from the end of string  t. For example, string ""00209"" has 6 prefixes:       """" (an empty prefix), ""0"", ""00"", ""002"", ""0020"", ""00209"". In the first sample the city phone code is string ""00"". In the second sample the city phone code is an empty string. In the third sample the city phone code is string ""770123456789""."
173,"Nikephoros and Polycarpus play rock-paper-scissors. The loser       gets pinched (not too severely!). Let us remind you the rules of this game. Rock-paper-scissors is       played by two players. In each round the players choose one of       three items independently from each other. They show the items       with their hands: a rock, scissors or paper. The winner is       determined by the following rules: the rock beats the scissors,       the scissors beat the paper and the paper beats the rock. If the       players choose the same item, the round finishes with a draw. Nikephoros and Polycarpus have played  n rounds. In each round the winner gave the loser       a friendly pinch and the loser ended up with a fresh and new red       spot on his body. If the round finished in a draw, the players did       nothing and just played on. Nikephoros turned out to have worked out the following strategy:       before the game began, he chose some sequence of items  A = (a 1, a 2, ..., a  m), and then he cyclically showed the       items from this sequence, starting from the first one. Cyclically       means that Nikephoros shows signs in the following order:  a 1,  a 2, ...,  a  m,  a 1,  a 2, ...,  a  m,  a 1, ... and so on. Polycarpus had a similar       strategy, only he had his own sequence of items  B = (b 1, b 2, ..., b  k). Determine the number of red spots on both players after they've       played  n rounds of the game. You can consider that when       the game began, the boys had no red spots on them.","The first line contains integer  n (1 ≤ n ≤ 2·109) — the number of the game's rounds. The second line contains sequence  A as a string of  m characters and the third line contains sequence          B as a string of  k characters (1 ≤ m, k ≤ 1000). The given       lines only contain characters ""R"", ""S"" and ""P"". Character ""R"" stands for the rock,       character ""S""       represents the scissors and ""P"" represents the paper.",Print two space-separated integers: the numbers of red spots       Nikephoros and Polycarpus have.,"In the first sample the game went like this: Thus, in total Nikephoros has 3       losses (and 3 red spots), and       Polycarpus only has 2."
174,"A group of  n merry programmers celebrate Robert Floyd's       birthday. Polucarpus has got an honourable task of pouring       Ber-Cola to everybody. Pouring the same amount of Ber-Cola to       everybody is really important. In other words, the drink's volume       in each of the  n mugs must be the same. Polycarpus has already began the process and he partially emptied       the Ber-Cola bottle. Now the first mug has  a 1 milliliters of the       drink, the second one has  a 2 milliliters and so on.       The bottle has  b milliliters left and Polycarpus plans to pour       them into the mugs so that the main equation was fulfilled. Write a program that would determine what volume of the drink       Polycarpus needs to add into each mug to ensure that the following       two conditions were fulfilled simultaneously: ","The first line contains a pair of integers  n,  b (2 ≤ n ≤ 100, 1 ≤ b ≤ 100),       where  n is the total number of friends in the group and          b is the current volume of drink in the bottle.       The second line contains a sequence of integers  a 1, a 2, ..., a  n (0 ≤ a  i ≤ 100), where  a  i is the current volume of drink in the          i-th mug.","Print a single number ""-1"" (without the quotes), if       there is no solution. Otherwise, print  n float numbers  c 1, c 2, ..., c  n, where  c  i is the volume of the drink to add in the          i-th mug. Print the numbers with no less than 6       digits after the decimal point, print each  c  i on a single line. Polycarpus proved that       if a solution exists then it is unique. Russian locale is installed by default on the testing computer.       Make sure that your solution use the point to separate the integer       part of a real number from the decimal, not a comma.",
175,"Vasya plays Robot Bicorn Attack. The game consists of three rounds. For each one a non-negative       integer amount of points is given. The result of the game is the       sum of obtained points. Vasya has already played three rounds and       wrote obtained points one by one (without leading zeros) into the       string  s. Vasya decided to brag about his achievement to       the friends. However, he has forgotten how many points he got for       each round. The only thing he remembers is the string  s. Help Vasya to find out what is the maximum amount of points he       could get. Take into account that Vasya played Robot Bicorn Attack       for the first time, so he could not get more than 1000000 (106)       points for one round.",The only line of input contains non-empty string  s obtained by Vasya. The string consists of digits       only. The string length does not exceed 30 characters.,Print the only number — the maximum amount of points Vasya could       get. If Vasya is wrong and the string could not be obtained       according to the rules then output number -1.,"In the first example the string must be split into numbers 1, 2       and 34. In the second example the string must be split into numbers 90, 0       and 0.  In the third example the string is incorrect, because after       splitting the string into 3 numbers number 00 or 09 will be       obtained, but numbers cannot have leading zeroes."
176,"To get money for a new aeonic blaster, ranger Qwerty decided to       engage in trade for a while. He wants to buy some number of items       (or probably not to buy anything at all) on one of the planets,       and then sell the bought items on another planet. Note that this       operation is not repeated, that is, the buying and the selling are       made only once. To carry out his plan, Qwerty is going to take a       bank loan that covers all expenses and to return the loaned money       at the end of the operation (the money is returned without the       interest). At the same time, Querty wants to get as much profit as possible. The system has  n planets in total. On each of them Qwerty can buy       or sell items of  m types (such as food, medicine, weapons, alcohol,       and so on). For each planet  i and each type of items  j Qwerty knows the following: It is not allowed to buy more than  c  ij items of type  j on planet  i, but it is allowed to sell any number of items       of any kind. Knowing that the hold of Qwerty's ship has room for no more than          k items, determine the maximum profit which Qwerty       can get.","The first line contains three space-separated integers  n,  m and  k (2 ≤ n ≤ 10, 1 ≤ m, k ≤ 100) — the number       of planets, the number of question types and the capacity of       Qwerty's ship hold, correspondingly. Then follow  n blocks describing each planet. The first line of the  i-th block has the planet's name as a string with       length from 1 to 10 Latin letters. The first letter of the       name is uppercase, the rest are lowercase. Then in the  i-th block follow  m lines, the  j-th of them contains three integers  a  ij,  b  ij and  c  ij (1 ≤ b  ij < a  ij ≤ 1000, 0 ≤ c  ij ≤ 100) — the numbers that describe       money operations with the  j-th item on the  i-th planet. The numbers in the lines are       separated by spaces. It is guaranteed that the names of all planets are different.",Print a single number — the maximum profit Qwerty can get.,"In the first test case you should fly to planet Venus, take a loan on 74 units of       money and buy three items of the first type and 7 items of the       third type (3·6 + 7·8 = 74). Then       the ranger should fly to planet Earth and sell there all the       items he has bought. He gets 3·9 + 7·9 = 90 units of money for the       items, he should give 74 of them for the loan. The resulting       profit equals 16 units of money. We cannot get more profit in this case."
180,"In this problem you have to implement an algorithm to defragment       your hard disk. The hard disk consists of a sequence of clusters,       numbered by integers from 1 to  n. The disk has  m recorded files, the  i-th file occupies clusters with numbers  a  i, 1,  a  i, 2, ...,  a  i, n  i. These clusters are not       necessarily located consecutively on the disk, but the order in       which they are given corresponds to their sequence in the file       (cluster  a  i, 1 contains the first fragment of the          i-th file, cluster  a  i, 2 has the second fragment, etc.). Also       the disc must have one or several clusters which are free from files. You are permitted to perform operations of copying the contents       of cluster number  i to cluster number  j ( i and  j must be different). Moreover, if the cluster       number  j used to keep some information, it is lost       forever. Clusters are not cleaned, but after the defragmentation       is complete, some of them are simply declared unusable (although       they may possibly still contain some fragments of files). Your task is to use a sequence of copy operations to ensure that       each file occupies a contiguous area of memory. Each file should       occupy a consecutive cluster section, the files must follow one       after another from the beginning of the hard disk. After       defragmentation all free (unused) clusters should be at the end of       the hard disk. After defragmenting files can be placed in an       arbitrary order. Clusters of each file should go consecutively       from first to last. See explanatory examples in the notes. Print the sequence of operations leading to the disk       defragmentation. Note that you do         not have to minimize the number of operations, but it       should not exceed 2n.","The first line contains two integers  n and  m (1 ≤ n, m ≤ 200) — the number       of clusters and the number of files, correspondingly. Next  m lines contain descriptions of the files. The       first number in the line is  n  i ( n  i ≥ 1), the number of clusters occupied by       the  i-th file. Then follow  n  i numbers  a  i, 1,  a  i, 2, ...,  a  i, n  i (1 ≤ a  i, j ≤ n). It is guaranteed       that each cluster number occurs not more than once and ,       that is, there exists at least one unused cluster. Numbers on each       line are separated by spaces. ","In the first line print a single integer  k (0 ≤ k ≤ 2n) — the number of       operations needed to defragment the disk. Next  k lines should contain the operations'       descriptions as "" i  j"" (copy the contents of the cluster number          i to the cluster number  j). ","Let's say that a disk consists of 8       clusters and contains two files. The first file occupies two       clusters and the second file occupies three clusters. Let's look       at examples of correct and incorrect positions of files after       defragmentation.  Example 2: each file must occupy a contiguous area of memory. Example 3: the order of files to each other is not important, at       first the second file can be written, and then — the first one. Example 4: violating the order of file fragments to each other is       not allowed. Example 5: unused clusters should be located at the end, and in       this example the unused clusters are 3, 7, 8."
181,"The Berland capital is shaken with three bold crimes committed by       the Pihsters, a notorious criminal gang. The Berland capital's map is represented by an  n × m rectangular table. Each cell of the       table on the map represents some districts of the capital.  The capital's main detective Polycarpus took a map and marked       there the districts where the first three robberies had been       committed as asterisks. Deduction tells Polycarpus that the fourth       robbery will be committed in such district, that all four robbed       districts will form the vertices of some rectangle, parallel to       the sides of the map.  Polycarpus is good at deduction but he's hopeless at math. So he       asked you to find the district where the fourth robbery will be committed.","The first line contains two space-separated integers  n and  m (2 ≤ n, m ≤ 100) — the number       of rows and columns in the table, correspondingly. Each of the next  n lines contains  m characters — the description of the capital's       map. Each character can either be a ""."" (dot), or an ""*"" (asterisk). A character       equals ""*"" if the       corresponding district has been robbed. Otherwise, it equals         ""."". It is guaranteed that the map has exactly three characters         ""*"" and we can       always find the fourth district that meets the problem       requirements. ",Print two integers — the number of the row and the number of the       column of the city district that is the fourth one to be robbed.       The rows are numbered starting from one from top to bottom and the       columns are numbered starting from one from left to right.,
